x,y,u
0.171717,0.040404,0.0086651
0.181818,0.040404,0.00895107
0.191919,0.040404,0.0092228
0.20202,0.040404,0.00948099
0.212121,0.040404,0.00972629
0.222222,0.040404,0.00995929
0.232323,0.040404,0.0101805
0.242424,0.040404,0.0103904
0.252525,0.040404,0.0105895
0.262626,0.040404,0.0107781
0.272727,0.040404,0.0109566
0.282828,0.040404,0.0111253
0.292929,0.040404,0.0112846
0.30303,0.040404,0.0114347
0.313131,0.040404,0.0115759
0.323232,0.040404,0.0117084
0.333333,0.040404,0.0118325
0.343434,0.040404,0.0119483
0.353535,0.040404,0.0120561
0.363636,0.040404,0.012156
0.373737,0.040404,0.0122481
0.383838,0.040404,0.0123326
0.393939,0.040404,0.0124097
0.40404,0.040404,0.0124794
0.414141,0.040404,0.0125419
0.424242,0.040404,0.0125972
0.434343,0.040404,0.0126454
0.444444,0.040404,0.0126866
0.454545,0.040404,0.0127208
0.464646,0.040404,0.0127482
0.474747,0.040404,0.0127686
0.484848,0.040404,0.0127823
0.494949,0.040404,0.0127891
0.505051,0.040404,0.0127891
0.515152,0.040404,0.0127823
0.525253,0.040404,0.0127686
0.535354,0.040404,0.0127482
0.545455,0.040404,0.0127208
0.555556,0.040404,0.0126866
0.565657,0.040404,0.0126454
0.575758,0.040404,0.0125972
0.585859,0.040404,0.0125419
0.59596,0.040404,0.0124794
0.606061,0.040404,0.0124097
0.616162,0.040404,0.0123326
0.626263,0.040404,0.0122481
0.636364,0.040404,0.012156
0.646465,0.040404,0.0120561
0.656566,0.040404,0.0119483
0.666667,0.040404,0.0118325
0.676768,0.040404,0.0117084
0.686869,0.040404,0.0115759
0.69697,0.040404,0.0114347
0.707071,0.040404,0.0112846
0.717172,0.040404,0.0111253
0.727273,0.040404,0.0109565
0.737374,0.040404,0.0107781
0.747475,0.040404,0.0105895
0.757576,0.040404,0.0103904
0.767677,0.040404,0.0101805
0.777778,0.040404,0.00995929
0.787879,0.040404,0.00972629
0.79798,0.040404,0.00948099
0.808081,0.040404,0.0092228
0.818182,0.040404,0.00895107
0.828283,0.040404,0.0086651
0.838384,0.040404,0.00836408
0.848485,0.040404,0.00804712
0.858586,0.040404,0.0077132
0.868687,0.040404,0.00736119
0.878788,0.040404,0.00698977
0.888889,0.040404,0.00659743
0.89899,0.040404,0.00618241
0.909091,0.040404,0.00574265
0.919192,0.040404,0.00527569
0.929293,0.040404,0.00477857
0.939394,0.040404,0.00424767
0.949495,0.040404,0.00367854
0.959596,0.040404,0.00306554
0.969697,0.040404,0.00240154
0.979798,0.040404,0.00167742
0.989899,0.040404,0.000881639
1,0.040404,0
0,0.0505051,0
0.010101,0.0505051,0.00104168
0.020202,0.0505051,0.00199431
0.030303,0.0505051,0.00286982
0.040404,0.0505051,0.00367854
0.0505051,0.0505051,0.00442912
0.0606061,0.0505051,0.00512871
0.0707071,0.0505051,0.00578317
0.0808081,0.0505051,0.00639733
0.0909091,0.0505051,0.00697518
0.10101,0.0505051,0.00752008
0.111111,0.0505051,0.00803484
0.121212,0.0505051,0.00852187
0.131313,0.0505051,0.00898324
0.141414,0.0505051,0.00942075
0.151515,0.0505051,0.00983596
0.161616,0.0505051,0.0102302
0.171717,0.0505051,0.0106048
0.181818,0.0505051,0.0109608
0.191919,0.0505051,0.0112991
0.20202,0.0505051,0.0116206
0.212121,0.0505051,0.0119261
0.222222,0.0505051,0.0122164
0.232323,0.0505051,0.012492
0.242424,0.0505051,0.0127536
0.252525,0.0505051,0.0130016
0.262626,0.0505051,0.0132367
0.272727,0.0505051,0.0134592
0.282828,0.0505051,0.0136695
0.292929,0.0505051,0.0138681
0.30303,0.0505051,0.0140552
0.313131,0.0505051,0.0142313
0.323232,0.0505051,0.0143965
0.333333,0.0505051,0.0145513
0.343434,0.0505051,0.0146957
0.353535,0.0505051,0.0148301
0.363636,0.0505051,0.0149547
0.373737,0.0505051,0.0150696
0.383838,0.0505051,0.015175
0.393939,0.0505051,0.0152711
0.40404,0.0505051,0.0153581
0.414141,0.0505051,0.015436
0.424242,0.0505051,0.0155049
0.434343,0.0505051,0.0155651
0.444444,0.0505051,0.0156165
0.454545,0.0505051,0.0156592
0.464646,0.0505051,0.0156933
0.474747,0.0505051,0.0157188
0.484848,0.0505051,0.0157358
0.494949,0.0505051,0.0157443
0.505051,0.0505051,0.0157443
0.515152,0.0505051,0.0157358
0.525253,0.0505051,0.0157188
0.535354,0.0505051,0.0156933
0.545455,0.0505051,0.0156592
0.555556,0.0505051,0.0156165
0.565657,0.0505051,0.0155651
0.575758,0.0505051,0.0155049
0.585859,0.0505051,0.015436
0.59596,0.0505051,0.0153581
0.606061,0.0505051,0.0152711
0.616162,0.0505051,0.015175
0.626263,0.0505051,0.0150696
0.636364,0.0505051,0.0149547
0.646465,0.0505051,0.0148301
0.656566,0.0505051,0.0146957
0.666667,0.0505051,0.0145513
0.676768,0.0505051,0.0143965
0.686869,0.0505051,0.0142313
0.69697,0.0505051,0.0140552
0.707071,0.0505051,0.0138681
0.717172,0.0505051,0.0136695
0.727273,0.0505051,0.0134592
0.737374,0.0505051,0.0132367
0.747475,0.0505051,0.0130016
0.757576,0.0505051,0.0127536
0.767677,0.0505051,0.012492
0.777778,0.0505051,0.0122164
0.787879,0.0505051,0.0119261
0.79798,0.0505051,0.0116206
0.808081,0.0505051,0.0112991
0.818182,0.0505051,0.0109608
0.828283,0.0505051,0.0106048
0.838384,0.0505051,0.0102302
0.848485,0.0505051,0.00983596
0.858586,0.0505051,0.00942075
0.868687,0.0505051,0.00898324
0.878788,0.0505051,0.00852187
0.888889,0.0505051,0.00803484
0.89899,0.0505051,0.00752008
0.909091,0.0505051,0.00697518
0.919192,0.0505051,0.00639733
0.929293,0.0505051,0.00578317
0.939394,0.0505051,0.00512871
0.949495,0.0505051,0.00442912
0.959596,0.0505051,0.00367854
0.969697,0.0505051,0.00286982
0.979798,0.0505051,0.00199431
0.989899,0.0505051,0.00104168
1,0.0505051,0
0,0.0606061,0
0.010101,0.0606061,0.00118876
0.020202,0.0606061,0.00228632
0.030303,0.0606061,0.00330289
0.040404,0.0606061,0.00424767
0.0505051,0.0606061,0.00512871
0.0606061,0.0606061,0.00595291
0.0707071,0.0606061,0.00672612
0.0808081,0.0606061,0.00745331
0.0909091,0.0606061,0.00813871
0.10101,0.0606061,0.00878592
0.111111,0.0606061,0.00939802
0.121212,0.0606061,0.00997768
0.131313,0.0606061,0.0105272
0.141414,0.0606061,0.0110487
0.151515,0.0606061,0.0115438
0.161616,0.0606061,0.0120142
0.171717,0.0606061,0.0124612
0.181818,0.0606061,0.0128862
0.191919,0.0606061,0.0132902
0.20202,0.0606061,0.0136743
0.212121,0.0606061,0.0140393
0.222222,0.0606061,0.0143862
0.232323,0.0606061,0.0147156
0.242424,0.0606061,0.0150283
0.252525,0.0606061,0.0153249
0.262626,0.0606061,0.015606
0.272727,0.0606061,0.015872
0.282828,0.0606061,0.0161236
0.292929,0.0606061,0.0163611
0.30303,0.0606061,0.016585
0.313131,0.0606061,0.0167956
0.323232,0.0606061,0.0169933
0.333333,0.0606061,0.0171784
0.343434,0.0606061,0.0173512
0.353535,0.0606061,0.0175121
0.363636,0.0606061,0.0176611
0.373737,0.0606061,0.0177986
0.383838,0.0606061,0.0179248
0.393939,0.0606061,0.0180398
0.40404,0.0606061,0.0181439
0.414141,0.0606061,0.0182371
0.424242,0.0606061,0.0183197
0.434343,0.0606061,0.0183916
0.444444,0.0606061,0.0184531
0.454545,0.0606061,0.0185042
0.464646,0.0606061,0.0185451
0.474747,0.0606061,0.0185756
0.484848,0.0606061,0.018596
0.494949,0.0606061,0.0186061
0.505051,0.0606061,0.0186061
0.515152,0.0606061,0.018596
0.525253,0.0606061,0.0185756
0.535354,0.0606061,0.0185451
0.545455,0.0606061,0.0185042
0.555556,0.0606061,0.0184531
0.565657,0.0606061,0.0183916
0.575758,0.0606061,0.0183197
0.585859,0.0606061,0.0182371
0.59596,0.0606061,0.0181439
0.606061,0.0606061,0.0180398
0.616162,0.0606061,0.0179248
0.626263,0.0606061,0.0177986
0.636364,0.0606061,0.0176611
0.646465,0.0606061,0.0175121
0.656566,0.0606061,0.0173512
0.666667,0.0606061,0.0171784
0.676768,0.0606061,0.0169933
0.686869,0.0606061,0.0167956
0.69697,0.0606061,0.016585
0.707071,0.0606061,0.0163611
0.717172,0.0606061,0.0161236
0.727273,0.0606061,0.015872
0.737374,0.0606061,0.015606
0.747475,0.0606061,0.0153249
0.757576,0.0606061,0.0150283
0.767677,0.0606061,0.0147156
0.777778,0.0606061,0.0143862
0.787879,0.0606061,0.0140393
0.79798,0.0606061,0.0136743
0.808081,0.0606061,0.0132902
0.818182,0.0606061,0.0128862
0.828283,0.0606061,0.0124612
0.838384,0.0606061,0.0120142
0.848485,0.0606061,0.0115438
0.858586,0.0606061,0.0110487
0.868687,0.0606061,0.0105272
0.878788,0.0606061,0.00997768
0.888889,0.0606061,0.00939802
0.89899,0.0606061,0.00878592
0.909091,0.0606061,0.00813871
0.919192,0.0606061,0.00745331
0.929293,0.0606061,0.00672612
0.939394,0.0606061,0.00595291
0.949495,0.0606061,0.00512871
0.959596,0.0606061,0.00424767
0.969697,0.0606061,0.00330289
0.979798,0.0606061,0.00228632
0.989899,0.0606061,0.00118876
1,0.0606061,0
0,0.0707071,0
0.010101,0.0707071,0.00132503
0.020202,0.0707071,0.00255731
0.030303,0.0707071,0.00370575
0.040404,0.0707071,0.00477857
0.0505051,0.0707071,0.00578317
0.0606061,0.0707071,0.00672612
0.0707071,0.0707071,0.00761311
0.0808081,0.0707071,0.00844913
0.0909091,0.0707071,0.00923849
0.10101,0.0707071,0.00998493
0.111111,0.0707071,0.0106917
0.121212,0.0707071,0.0113617
0.131313,0.0707071,0.0119974
0.141414,0.0707071,0.012601
0.151515,0.0707071,0.0131744
0.161616,0.0707071,0.0137195
0.171717,0.0707071,0.0142378
0.181818,0.0707071,0.0147307
0.191919,0.0707071,0.0151994
0.20202,0.0707071,0.0156451
0.212121,0.0707071,0.0160689
0.222222,0.0707071,0.0164716
0.232323,0.0707071,0.0168541
0.242424,0.0707071,0.0172173
0.252525,0.0707071,0.0175618
0.262626,0.0707071,0.0178884
0.272727,0.0707071,0.0181975
0.282828,0.0707071,0.0184899
0.292929,0.0707071,0.0187659
0.30303,0.0707071,0.0190261
0.313131,0.0707071,0.0192709
0.323232,0.0707071,0.0195008
0.333333,0.0707071,0.019716
0.343434,0.0707071,0.0199169
0.353535,0.0707071,0.0201039
0.363636,0.0707071,0.0202772
0.373737,0.0707071,0.0204372
0.383838,0.0707071,0.0205839
0.393939,0.0707071,0.0207177
0.40404,0.0707071,0.0208387
0.414141,0.0707071,0.0209471
0.424242,0.0707071,0.0210431
0.434343,0.0707071,0.0211268
0.444444,0.0707071,0.0211983
0.454545,0.0707071,0.0212578
0.464646,0.0707071,0.0213053
0.474747,0.0707071,0.0213408
0.484848,0.0707071,0.0213645
0.494949,0.0707071,0.0213763
0.505051,0.0707071,0.0213763
0.515152,0.0707071,0.0213645
0.525253,0.0707071,0.0213408
0.535354,0.0707071,0.0213053
0.545455,0.0707071,0.0212578
0.555556,0.0707071,0.0211983
0.565657,0.0707071,0.0211268
0.575758,0.0707071,0.0210431
0.585859,0.0707071,0.0209471
0.59596,0.0707071,0.0208387
0.606061,0.0707071,0.0207177
0.616162,0.0707071,0.0205839
0.626263,0.0707071,0.0204372
0.636364,0.0707071,0.0202772
0.646465,0.0707071,0.0201039
0.656566,0.0707071,0.0199169
0.666667,0.0707071,0.019716
0.676768,0.0707071,0.0195008
0.686869,0.0707071,0.0192709
0.69697,0.0707071,0.0190261
0.707071,0.0707071,0.0187659
0.717172,0.0707071,0.0184899
0.727273,0.0707071,0.0181975
0.737374,0.0707071,0.0178884
0.747475,0.0707071,0.0175618
0.757576,0.0707071,0.0172173
0.767677,0.0707071,0.0168541
0.777778,0.0707071,0.0164716
0.787879,0.0707071,0.0160689
0.79798,0.0707071,0.0156451
0.808081,0.0707071,0.0151994
0.818182,0.0707071,0.0147307
0.828283,0.0707071,0.0142378
0.838384,0.0707071,0.0137195
0.848485,0.0707071,0.0131744
0.858586,0.0707071,0.012601
0.868687,0.0707071,0.0119974
0.878788,0.0707071,0.0113617
0.888889,0.0707071,0.0106917
0.89899,0.0707071,0.00998493
0.909091,0.0707071,0.00923849
0.919192,0.0707071,0.00844913
0.929293,0.0707071,0.00761311
0.939394,0.0707071,0.00672612
0.949495,0.0707071,0.00578317
0.959596,0.0707071,0.00477857
0.969697,0.0707071,0.00370575
0.979798,0.0707071,0.00255731
0.989899,0.0707071,0.00132503
1,0.0707071,0
0,0.0808081,0
0.010101,0.0808081,0.00145202
0.020202,0.0808081,0.00281014
0.030303,0.0808081,0.00408223
0.040404,0.0808081,0.00527569
0.0505051,0.0808081,0.00639733
0.0606061,0.0808081,0.00745331
0.0707071,0.0808081,0.00844913
0.0808081,0.0808081,0.00938967
0.0909091,0.0808081,0.0102792
0.10101,0.0808081,0.0111217
0.111111,0.0808081,0.0119203
0.121212,0.0808081,0.0126781
0.131313,0.0808081,0.0133977
0.141414,0.0808081,0.0140815
0.151515,0.0808081,0.0147316
0.161616,0.0808081,0.0153498
0.171717,0.0808081,0.0159379
0.181818,0.0808081,0.0164974
0.191919,0.0808081,0.0170297
0.20202,0.0808081,0.017536
0.212121,0.0808081,0.0180175
0.222222,0.0808081,0.0184752
0.232323,0.0808081,0.0189101
0.242424,0.0808081,0.0193231
0.252525,0.0808081,0.0197149
0.262626,0.0808081,0.0200863
0.272727,0.0808081,0.020438
0.282828,0.0808081,0.0207706
0.292929,0.0808081,0.0210847
0.30303,0.0808081,0.0213808
0.313131,0.0808081,0.0216595
0.323232,0.0808081,0.0219211
0.333333,0.0808081,0.022166
0.343434,0.0808081,0.0223948
0.353535,0.0808081,0.0226077
0.363636,0.0808081,0.022805
0.373737,0.0808081,0.022987
0.383838,0.0808081,0.0231541
0.393939,0.0808081,0.0233064
0.40404,0.0808081,0.0234442
0.414141,0.0808081,0.0235677
0.424242,0.0808081,0.023677
0.434343,0.0808081,0.0237723
0.444444,0.0808081,0.0238538
0.454545,0.0808081,0.0239215
0.464646,0.0808081,0.0239756
0.474747,0.0808081,0.0240161
0.484848,0.0808081,0.024043
0.494949,0.0808081,0.0240565
0.505051,0.0808081,0.0240565
0.515152,0.0808081,0.024043
0.525253,0.0808081,0.0240161
0.535354,0.0808081,0.0239756
0.545455,0.0808081,0.0239215
0.555556,0.0808081,0.0238538
0.565657,0.0808081,0.0237723
0.575758,0.0808081,0.023677
0.585859,0.0808081,0.0235677
0.59596,0.0808081,0.0234442
